Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,lead_time
383033,M,28,caucasian,College,25K --50K,West,Resort,2015-12-11,2015-12-13,2015-06-27,3,1,2,BB,No,No,Refundable,Online,Yes,Canceled,Yes,20,166,167
31760959,M,43,Asian American,College,<25K,South,Airport Hotels,2015-12-11,2015-12-12,2015-07-10,2,1,0,BB,Yes,Yes,No Deposit,Online,No,Check-Out,No,0,233,154
5503928,F,52,Asian American,College,<25K,North,Resort,2015-12-11,2015-12-12,2015-08-12,1,1,0,FB,Yes,No,Non-Refundable,Direct,No,Check-Out,Yes,20,127,121
20076691,F,23,caucasian,Mid-School,50K -- 100K,South,City Hotel,2015-12-12,2015-12-15,2015-12-08,1,1,1,BB,No,No,Non-Refundable,Agent,No,No-Show,Yes,30,103,4
82145429,F,29,Asian American,High-School,<25K,West,City Hotel,2015-12-12,2015-12-14,2015-05-23,2,2,1,BB,No,No,Non-Refundable,Online,Yes,Check-Out,No,0,199,203
37709476,M,65,Asian American,Mid-School,<25K,North,Airport Hotels,2015-12-12,2015-12-13,2015-05-29,3,1,0,FB,No,No,Refundable,Direct,Yes,Check-Out,No,0,153,197
31823982,M,40,caucasian,Mid-School,50K -- 100K,South,Resort,2015-12-12,2015-12-13,2015-05-14,3,1,0,FB,No,No,No Deposit,Agent,Yes,No-Show,Yes,30,143,212
51953478,M,32,caucasian,College,<25K,East,Resort,2015-12-12,2015-12-14,2015-11-10,2,1,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,10,122,32
42180205,M,32,African American,College,50K -- 100K,North,Resort,2015-12-12,2015-12-13,2015-06-15,3,3,0,BB,No,No,Refundable,Online,No,No-Show,Yes,10,154,180
63195148,M,32,African American,College,<25K,North,Airport Hotels,2015-12-12,2015-12-13,2015-12-04,1,3,0,FB,No,No,Refundable,Online,Yes,Check-Out,Yes,25,115,8
92815522,M,50,African American,College,<25K,South,Airport Hotels,2015-12-12,2015-12-13,2015-07-24,3,3,0,BB,Yes,No,No Deposit,Online,Yes,No-Show,Yes,30,184,141
98000867,M,38,caucasian,Mid-School,<25K,South,City Hotel,2015-12-12,2015-12-13,2015-05-06,4,2,0,BB,Yes,No,Refundable,Agent,Yes,Check-Out,Yes,5,196,220
86155512,M,41,African American,Grad,>100K,North,City Hotel,2015-12-12,2015-12-13,2015-09-13,5,1,0,HB,No,No,Non-Refundable,Online,No,Check-Out,Yes,10,100,90
62540867,F,27,caucasian,High-School,50K -- 100K,North,City Hotel,2015-12-12,2015-12-13,2015-05-06,2,2,0,HB,No,No,Refundable,Online,Yes,Check-Out,Yes,25,246,220
94349995,M,47,African American,High-School,25K --50K,South,City Hotel,2016-01-09,2016-01-13,2015-07-27,2,2,0,BB,Yes,No,No Deposit,Online,Yes,No-Show,Yes,20,102,166
76803042,F,21,African American,Grad,<25K,West,City Hotel,2015-12-12,2015-12-13,2015-05-28,4,1,0,HB,Yes,Yes,No Deposit,Agent,Yes,Check-Out,Yes,20,218,198
83810417,F,49,African American,High-School,<25K,South,City Hotel,2015-12-12,2015-12-13,2015-11-19,1,1,0,HB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,10,233,23
29620923,M,26,African American,High-School,<25K,South,Airport Hotels,2015-12-12,2015-12-14,2015-11-16,2,1,0,BB,No,No,Refundable,Online,Yes,No-Show,Yes,10,165,26
50880200,F,70,Latino,Mid-School,50K -- 100K,East,City Hotel,2015-12-12,2015-12-14,2015-08-23,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,172,111
51334761,F,42,Asian American,High-School,<25K,South,Airport Hotels,2015-12-12,2015-12-14,2015-09-13,3,1,0,FB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,15,198,90
82799330,M,32,African American,College,>100K,North,City Hotel,2015-12-12,2015-12-13,2015-09-28,3,2,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,5,244,75
87102629,F,56,African American,College,<25K,West,Airport Hotels,2015-12-12,2015-12-13,2015-07-01,2,2,1,HB,No,No,No Deposit,Agent,No,Check-Out,Yes,30,248,164
37568897,M,62,African American,College,25K --50K,South,Resort,2015-12-12,2015-12-13,2015-07-26,2,1,0,BB,Yes,No,No Deposit,Online,No,Canceled,Yes,20,208,139
4272973,M,53,Latino,Grad,25K --50K,North,Resort,2015-12-13,2015-12-14,2015-07-01,2,2,2,BB,No,No,No Deposit,Online,No,Canceled,No,0,122,165
29247936,F,47,African American,College,50K -- 100K,North,Resort,2015-12-12,2015-12-13,2015-08-28,2,3,0,FB,No,No,Refundable,Online,No,Canceled,No,0,151,106
69771227,M,48,African American,Grad,25K --50K,North,City Hotel,2015-12-13,2015-12-14,2015-05-10,4,3,0,BB,No,No,Non-Refundable,Online,Yes,Canceled,Yes,20,156,217
64980757,M,41,Latino,College,25K --50K,South,Airport Hotels,2015-12-13,2015-12-14,2015-11-23,3,3,1,FB,No,No,Refundable,Agent,Yes,No-Show,Yes,5,166,20
17171400,F,33,caucasian,College,<25K,North,Airport Hotels,2015-12-13,2015-12-14,2015-08-03,4,1,0,HB,No,No,Refundable,Agent,Yes,Check-Out,No,0,229,132
54614845,F,38,caucasian,Mid-School,>100K,West,City Hotel,2015-12-13,2015-12-17,2015-12-13,3,1,1,HB,No,No,Refundable,Direct,Yes,Check-Out,Yes,10,166,0
26965913,M,59,Latino,Grad,25K --50K,South,City Hotel,2015-12-13,2015-12-15,2015-09-25,2,2,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,222,79
12538833,F,60,African American,College,50K -- 100K,South,City Hotel,2015-12-13,2015-12-14,2015-11-24,3,3,0,HB,No,No,Refundable,Online,Yes,Check-Out,Yes,20,157,19
45819513,F,59,Latino,College,<25K,West,City Hotel,2015-12-13,2015-12-14,2015-12-10,2,2,0,HB,No,No,Refundable,Online,Yes,No-Show,No,0,219,3
55592382,M,58,Asian American,College,<25K,South,City Hotel,2015-12-13,2015-12-14,2015-10-19,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,224,55
39232347,M,59,Asian American,Mid-School,<25K,East,Resort,2015-12-13,2015-12-16,2015-08-06,1,2,2,HB,No,No,No Deposit,Direct,No,No-Show,Yes,15,194,129
56638526,F,29,Latino,High-School,<25K,South,Resort,2015-12-13,2015-12-14,2015-10-15,4,1,0,BB,No,No,Non-Refundable,Agent,Yes,Check-Out,Yes,25,153,59
95791292,F,66,African American,Grad,<25K,North,Airport Hotels,2015-12-13,2015-12-14,2015-11-26,3,3,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,159,17
33638079,F,35,African American,College,50K -- 100K,North,Resort,2015-12-13,2015-12-14,2015-06-19,1,1,0,HB,Yes,Yes,No Deposit,Online,Yes,Canceled,No,0,124,177
62196128,M,48,Asian American,High-School,25K --50K,South,Airport Hotels,2015-12-13,2015-12-14,2015-10-01,1,1,0,FB,No,No,Refundable,Online,No,Check-Out,No,0,140,73
24858130,M,70,African American,Mid-School,50K -- 100K,West,Airport Hotels,2015-12-13,2015-12-17,2015-05-12,1,3,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,197,215
26958726,F,29,caucasian,College,>100K,East,Airport Hotels,2015-12-13,2015-12-14,2015-06-05,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,15,107,191
82517217,M,63,African American,High-School,50K -- 100K,East,Resort,2015-12-13,2015-12-16,2015-07-24,2,1,0,BB,Yes,No,Refundable,Direct,Yes,Canceled,Yes,5,241,142
33756733,M,52,caucasian,College,50K -- 100K,West,City Hotel,2015-12-13,2015-12-15,2015-06-25,2,1,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,10,119,171
96774690,F,52,caucasian,Mid-School,<25K,South,Resort,2015-12-13,2015-12-14,2015-05-22,2,3,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,5,208,205
29012166,M,67,caucasian,High-School,50K -- 100K,South,City Hotel,2016-12-25,2016-12-26,2016-06-13,5,1,0,FB,No,No,No Deposit,Online,Yes,No-Show,No,0,168,195
3780246,F,33,Asian American,High-School,50K -- 100K,South,Airport Hotels,2015-12-13,2015-12-14,2015-06-10,5,1,0,FB,No,No,Non-Refundable,Online,Yes,No-Show,Yes,5,146,186
65893429,M,30,African American,College,>100K,South,City Hotel,2015-12-13,2015-12-14,2015-07-04,2,2,0,FB,No,No,No Deposit,Online,Yes,Check-Out,No,0,249,162
34046995,M,65,African American,Mid-School,50K -- 100K,South,Airport Hotels,2015-12-13,2015-12-14,2015-05-22,2,2,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,15,135,205
44217829,F,51,African American,College,<25K,East,Resort,2015-12-13,2015-12-16,2015-08-28,3,1,1,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,195,107
26622275,M,62,African American,College,50K -- 100K,West,City Hotel,2015-12-13,2015-12-14,2015-09-10,4,2,2,BB,No,No,Refundable,Agent,Yes,Check-Out,Yes,25,202,94
31557308,F,50,Asian American,Grad,25K --50K,North,Airport Hotels,2015-12-13,2015-12-14,2015-06-22,2,2,0,FB,No,No,No Deposit,Online,No,Check-Out,Yes,30,207,174
77976440,F,54,Asian American,College,25K --50K,North,Resort,2016-11-20,2016-11-21,2016-08-26,2,1,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,5,224,86
57137257,M,31,Latino,Grad,25K --50K,East,City Hotel,2015-12-13,2015-12-14,2015-11-27,5,1,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,15,186,16
83898882,M,35,caucasian,Grad,<25K,South,City Hotel,2015-12-13,2015-12-14,2015-09-23,2,1,1,FB,Yes,Yes,No Deposit,Direct,No,Canceled,Yes,20,130,81
93739922,F,44,Asian American,College,50K -- 100K,South,Airport Hotels,2015-12-13,2015-12-14,2015-07-07,2,3,0,BB,No,No,No Deposit,Online,No,Canceled,Yes,10,243,159
60856702,F,21,Asian American,Grad,>100K,East,City Hotel,2015-12-13,2015-12-14,2015-05-19,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,137,208
23218931,M,58,African American,College,25K --50K,South,Resort,2015-12-13,2015-12-17,2015-07-15,2,2,0,HB,No,No,Refundable,Agent,Yes,Check-Out,Yes,20,123,151
82817949,F,51,African American,Mid-School,>100K,South,Airport Hotels,2015-12-13,2015-12-15,2015-08-19,3,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,15,116,116
73519041,M,58,Asian American,High-School,<25K,West,Airport Hotels,2015-12-15,2015-12-16,2015-07-31,2,2,1,FB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,10,196,137
25012073,F,20,caucasian,College,25K --50K,South,Airport Hotels,2015-12-14,2015-12-16,2015-08-11,1,2,1,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,130,125
43134344,F,19,Latino,Mid-School,50K -- 100K,East,Airport Hotels,2015-12-14,2015-12-16,2015-05-29,2,1,0,HB,No,No,Non-Refundable,Online,No,Check-Out,Yes,5,183,199
55048985,F,42,African American,College,<25K,East,Resort,2015-12-14,2015-12-15,2015-08-03,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,102,133
40990512,F,63,Asian American,Grad,<25K,West,City Hotel,2016-02-23,2016-02-27,2015-10-17,3,2,0,HB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,40,140,129
67765236,F,37,caucasian,Mid-School,50K -- 100K,South,Resort,2015-12-14,2015-12-16,2015-07-15,1,1,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,197,152
7909297,F,45,African American,High-School,25K --50K,West,Airport Hotels,2015-12-14,2015-12-15,2015-10-03,2,1,2,HB,Yes,Yes,Refundable,Online,Yes,Check-Out,Yes,5,230,72
46496547,M,24,Asian American,Mid-School,50K -- 100K,South,City Hotel,2015-12-14,2015-12-17,2015-09-16,1,2,0,BB,No,No,No Deposit,Direct,No,Check-Out,No,0,244,89
79616707,M,47,African American,High-School,25K --50K,South,Resort,2015-12-14,2015-12-15,2015-08-26,1,2,1,FB,Yes,Yes,No Deposit,Online,Yes,Check-Out,No,0,227,110
72758163,F,46,Asian American,Grad,50K -- 100K,South,Resort,2015-12-14,2015-12-15,2015-07-29,4,1,2,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,30,142,138
92384994,M,37,African American,College,25K --50K,South,City Hotel,2015-12-14,2015-12-16,2015-06-10,1,2,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,233,187
95307556,M,53,Latino,High-School,<25K,North,City Hotel,2015-12-14,2015-12-17,2015-10-20,2,1,1,FB,No,No,No Deposit,Direct,Yes,No-Show,Yes,10,103,55
94952728,M,31,Latino,Grad,50K -- 100K,North,Resort,2015-12-14,2015-12-16,2015-08-21,1,2,1,BB,No,No,Refundable,Online,Yes,Check-Out,No,0,196,115
32741653,M,54,caucasian,College,50K -- 100K,North,Airport Hotels,2015-12-14,2015-12-16,2015-10-17,3,1,0,FB,No,No,No Deposit,Direct,Yes,Canceled,No,0,210,58
3251829,M,70,caucasian,College,>100K,South,City Hotel,2015-12-14,2015-12-15,2015-08-26,4,2,0,FB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,133,110
69765823,F,62,Latino,Mid-School,25K --50K,North,Resort,2015-12-14,2015-12-15,2015-07-26,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,127,141
63632464,M,58,Asian American,High-School,50K -- 100K,West,City Hotel,2015-12-15,2015-12-19,2015-11-07,1,1,0,BB,No,No,Refundable,Direct,No,Canceled,Yes,10,136,38
95333858,F,49,caucasian,Grad,50K -- 100K,South,City Hotel,2015-12-15,2015-12-16,2015-06-02,5,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,197,196
21528482,M,25,Asian American,Mid-School,25K --50K,South,City Hotel,2015-12-15,2015-12-17,2015-06-23,1,1,0,HB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,10,247,175
49250715,F,39,caucasian,Mid-School,25K --50K,West,Resort,2015-12-15,2015-12-19,2015-08-19,2,1,0,BB,Yes,No,No Deposit,Direct,No,Check-Out,No,0,188,118
73286916,F,67,African American,Mid-School,<25K,North,Resort,2016-02-23,2016-02-24,2015-11-13,1,1,0,BB,No,No,No Deposit,Online,Yes,No-Show,No,0,188,102
6285977,F,34,Asian American,Grad,25K --50K,South,Resort,2015-12-15,2015-12-16,2015-12-06,1,3,0,FB,No,No,No Deposit,Agent,No,No-Show,No,0,246,9
14900412,F,58,Asian American,Mid-School,50K -- 100K,West,Resort,2015-12-15,2015-12-17,2015-06-13,4,1,0,FB,No,No,Refundable,Online,Yes,No-Show,Yes,5,225,185
19001775,M,40,caucasian,College,>100K,South,Resort,2015-12-15,2015-12-17,2015-07-02,2,3,1,BB,Yes,No,Refundable,Online,Yes,Check-Out,No,0,239,166
53582809,M,50,Latino,College,25K --50K,South,City Hotel,2015-12-15,2015-12-16,2015-11-23,3,2,1,FB,No,No,Refundable,Direct,Yes,Check-Out,Yes,10,114,22
83758106,F,18,African American,High-School,50K -- 100K,West,Airport Hotels,2015-12-15,2015-12-18,2015-08-13,4,1,1,HB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,10,174,124
59511202,F,45,African American,College,50K -- 100K,West,Airport Hotels,2015-12-16,2015-12-18,2015-07-05,3,2,1,FB,Yes,No,Refundable,Online,No,Check-Out,Yes,20,214,164
15103123,F,67,African American,Grad,25K --50K,East,Resort,2015-12-15,2015-12-16,2015-10-19,1,2,2,FB,No,No,No Deposit,Online,No,Canceled,No,0,119,57
46564897,F,70,Asian American,Mid-School,<25K,South,Airport Hotels,2015-12-15,2015-12-16,2015-12-08,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,210,7
59025983,F,33,Asian American,College,25K --50K,West,City Hotel,2015-12-16,2015-12-18,2015-06-18,3,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,30,165,181
26073751,F,64,caucasian,Grad,<25K,South,Airport Hotels,2015-12-16,2015-12-18,2015-08-20,1,2,0,FB,Yes,Yes,Refundable,Online,No,Canceled,Yes,40,224,118
84627878,M,38,Latino,Mid-School,<25K,South,Airport Hotels,2015-12-16,2015-12-17,2015-06-30,5,3,1,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,173,169
20068247,M,22,Asian American,College,<25K,South,Resort,2015-12-16,2015-12-18,2015-06-28,3,2,2,FB,No,No,Non-Refundable,Online,Yes,No-Show,Yes,25,191,171
57317266,F,20,Asian American,College,50K -- 100K,South,Airport Hotels,2016-12-15,2016-12-17,2016-07-06,5,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,104,162
44046776,M,37,caucasian,Mid-School,<25K,South,Resort,2015-12-16,2015-12-18,2015-11-18,3,2,1,FB,No,No,No Deposit,Direct,No,Check-Out,No,0,157,28
13714574,M,28,Latino,College,<25K,North,Resort,2015-12-16,2015-12-19,2015-08-16,2,2,0,BB,No,No,No Deposit,Direct,Yes,Canceled,Yes,10,189,122
51981555,F,67,caucasian,College,25K --50K,North,Airport Hotels,2016-01-13,2016-01-15,2015-06-12,3,1,0,BB,No,No,No Deposit,Direct,Yes,Canceled,No,0,188,215
50196979,F,23,Latino,Mid-School,50K -- 100K,South,Airport Hotels,2016-01-29,2016-01-30,2015-12-18,2,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,5,217,42
25012748,M,37,caucasian,College,50K -- 100K,West,Airport Hotels,2016-03-31,2016-04-01,2015-10-28,2,2,0,BB,No,No,Non-Refundable,Agent,No,Check-Out,Yes,5,210,155
24039506,F,45,Latino,Mid-School,50K -- 100K,West,City Hotel,2016-06-21,2016-06-23,2016-03-15,1,2,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,230,98
51234229,M,29,caucasian,College,<25K,East,Airport Hotels,2015-12-16,2015-12-17,2015-06-22,4,1,1,FB,No,No,Refundable,Direct,Yes,Check-Out,Yes,5,114,177
40863298,M,53,caucasian,Mid-School,<25K,South,Airport Hotels,2015-12-16,2015-12-18,2015-06-30,3,1,1,FB,No,No,Non-Refundable,Online,Yes,No-Show,No,0,114,169
66887374,M,45,Latino,College,<25K,East,Airport Hotels,2015-12-16,2015-12-19,2015-06-26,2,1,0,BB,No,No,Refundable,Agent,Yes,No-Show,Yes,5,178,173
4723443,F,23,caucasian,High-School,>100K,West,Airport Hotels,2015-12-16,2015-12-17,2015-09-16,3,2,0,BB,No,No,No Deposit,Agent,Yes,Canceled,Yes,20,171,91
45703583,M,54,Latino,Grad,<25K,South,City Hotel,2015-12-16,2015-12-18,2015-05-20,2,3,0,FB,No,No,No Deposit,Online,No,Check-Out,Yes,10,154,210
84779303,F,31,caucasian,Grad,<25K,South,Resort,2015-12-16,2015-12-19,2015-06-20,2,3,0,HB,No,No,Refundable,Direct,Yes,Canceled,Yes,30,115,179
47330290,F,41,African American,College,50K -- 100K,South,Resort,2015-12-16,2015-12-18,2015-10-13,4,1,0,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,30,166,64
17474018,F,21,caucasian,College,>100K,South,City Hotel,2015-12-16,2015-12-18,2015-08-01,2,1,0,FB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,25,109,137
22455680,M,30,caucasian,Mid-School,50K -- 100K,East,City Hotel,2015-12-16,2015-12-20,2015-10-08,3,2,0,HB,No,No,No Deposit,Online,Yes,No-Show,Yes,20,227,69
46350804,M,66,caucasian,Grad,<25K,East,Resort,2015-12-16,2015-12-18,2015-07-06,1,1,0,BB,No,No,Refundable,Direct,Yes,Canceled,Yes,25,119,163
10091954,F,58,African American,High-School,>100K,East,Airport Hotels,2015-12-16,2015-12-17,2015-06-20,2,2,0,FB,No,No,Refundable,Online,Yes,Canceled,No,0,109,179
55275528,F,52,caucasian,High-School,<25K,South,Airport Hotels,2015-12-16,2015-12-19,2015-10-24,2,1,1,FB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,10,205,53
71635669,M,36,African American,Mid-School,25K --50K,South,Resort,2015-12-16,2015-12-17,2015-05-10,1,2,1,HB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,10,159,220
61132725,M,60,African American,Grad,25K --50K,South,Resort,2015-12-16,2015-12-19,2015-08-22,2,1,1,FB,Yes,Yes,No Deposit,Direct,No,No-Show,Yes,40,153,116
6589747,F,45,Asian American,College,50K -- 100K,East,Resort,2015-12-16,2015-12-17,2015-08-09,1,2,1,HB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,25,116,129
96663068,F,48,Latino,College,>100K,West,Airport Hotels,2015-12-16,2015-12-17,2015-07-20,2,2,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,250,149
97633302,M,31,African American,Mid-School,25K --50K,North,Resort,2015-12-16,2015-12-20,2015-09-02,2,2,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,30,196,105
37093775,F,55,Latino,Grad,25K --50K,West,Airport Hotels,2015-12-17,2015-12-18,2015-05-23,2,2,1,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,117,208
88428373,M,59,Latino,Mid-School,50K -- 100K,South,City Hotel,2016-02-04,2016-02-05,2015-10-24,4,1,0,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,40,133,103
47131446,F,55,Latino,High-School,25K --50K,North,Airport Hotels,2016-04-14,2016-04-17,2016-04-05,3,1,0,HB,Yes,No,No Deposit,Online,Yes,No-Show,Yes,20,219,9
58857767,F,38,caucasian,College,25K --50K,South,Resort,2016-05-11,2016-05-12,2015-11-29,2,1,0,HB,No,No,Refundable,Online,No,Check-Out,Yes,5,204,164
81830838,M,18,African American,High-School,25K --50K,West,Airport Hotels,2017-06-30,2017-07-04,2017-05-05,4,2,0,FB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,20,229,56
69219548,F,53,caucasian,College,25K --50K,North,Airport Hotels,2015-12-17,2015-12-18,2015-09-27,1,2,0,FB,Yes,No,Refundable,Online,No,No-Show,No,0,234,81
2892788,F,27,caucasian,College,25K --50K,South,Resort,2015-12-17,2015-12-19,2015-11-22,2,2,0,FB,Yes,No,Refundable,Online,Yes,Check-Out,Yes,20,154,25
88978722,M,52,Latino,College,>100K,North,Airport Hotels,2015-12-17,2015-12-18,2015-08-21,2,2,0,BB,No,No,No Deposit,Agent,No,Canceled,Yes,20,139,118
37845978,M,21,Asian American,High-School,25K --50K,North,Airport Hotels,2015-12-17,2015-12-18,2015-08-27,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,216,112
80158401,M,69,Latino,College,25K --50K,North,Resort,2015-12-17,2015-12-18,2015-09-27,2,3,1,BB,No,No,No Deposit,Direct,Yes,No-Show,Yes,20,228,81
25897630,F,27,Asian American,College,<25K,South,Resort,2016-04-08,2016-04-09,2015-10-01,3,1,0,BB,Yes,No,Refundable,Online,Yes,Canceled,Yes,25,188,190
18843699,M,48,Latino,College,50K -- 100K,East,Resort,2015-12-17,2015-12-19,2015-05-31,2,3,0,BB,No,No,No Deposit,Agent,Yes,Canceled,Yes,20,232,200
15189872,F,36,Latino,Grad,50K -- 100K,North,Airport Hotels,2015-12-17,2015-12-21,2015-09-24,4,1,2,FB,No,No,No Deposit,Online,No,Check-Out,Yes,40,109,84
31690226,F,56,Asian American,College,25K --50K,South,City Hotel,2015-12-17,2015-12-18,2015-06-17,1,2,0,BB,No,No,Refundable,Agent,Yes,Check-Out,Yes,20,164,183
21457709,M,59,caucasian,College,25K --50K,North,City Hotel,2015-12-17,2015-12-20,2015-08-23,3,1,0,FB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,5,186,116
95343016,M,35,African American,Grad,25K --50K,South,City Hotel,2017-02-23,2017-02-26,2016-07-26,3,2,0,FB,No,No,No Deposit,Online,No,No-Show,Yes,5,218,212
63994287,M,53,Latino,College,>100K,South,City Hotel,2015-12-17,2015-12-19,2015-05-26,5,2,0,HB,No,No,Refundable,Online,No,Check-Out,No,0,166,205
30033147,F,28,Asian American,Mid-School,>100K,North,Airport Hotels,2015-12-17,2015-12-18,2015-11-08,1,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,No,0,214,39
75418234,M,60,Latino,High-School,50K -- 100K,West,City Hotel,2015-12-17,2015-12-18,2015-08-06,3,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,183,133
62983491,M,23,African American,College,50K -- 100K,South,Airport Hotels,2015-12-17,2015-12-19,2015-10-24,3,2,1,HB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,25,169,54
6747175,F,31,African American,Mid-School,<25K,East,Resort,2015-12-17,2015-12-19,2015-11-12,2,1,1,BB,No,No,No Deposit,Agent,Yes,Canceled,Yes,20,136,35
4429646,M,69,African American,College,25K --50K,South,City Hotel,2015-12-17,2015-12-20,2015-09-01,4,1,1,HB,No,No,Refundable,Online,Yes,No-Show,No,0,149,107
44088034,F,39,African American,Grad,25K --50K,South,City Hotel,2015-12-18,2015-12-19,2015-11-03,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,180,45
11664367,M,38,African American,College,50K -- 100K,South,Resort,2015-12-18,2015-12-19,2015-10-01,2,1,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,194,78
91658985,F,40,Asian American,College,<25K,East,Airport Hotels,2015-12-18,2015-12-19,2015-08-14,2,2,0,HB,No,No,Refundable,Direct,No,Check-Out,Yes,15,126,126
30354978,F,30,African American,College,50K -- 100K,West,Resort,2017-01-19,2017-01-20,2016-07-25,2,1,0,BB,Yes,Yes,Refundable,Online,Yes,Canceled,Yes,15,173,178
45369610,M,61,Latino,Mid-School,<25K,North,Resort,2015-12-18,2015-12-19,2015-08-29,4,2,0,FB,Yes,Yes,Refundable,Online,Yes,Check-Out,Yes,10,102,111
2093393,M,53,Latino,Mid-School,50K -- 100K,North,Resort,2015-12-18,2015-12-20,2015-08-09,4,2,0,HB,Yes,No,Non-Refundable,Online,Yes,No-Show,No,0,125,131
83066967,F,68,caucasian,Grad,50K -- 100K,North,City Hotel,2016-01-08,2016-01-10,2015-06-25,5,3,1,HB,No,No,No Deposit,Online,Yes,Canceled,No,0,133,197
77292002,F,48,Latino,Mid-School,25K --50K,South,Airport Hotels,2015-12-18,2015-12-19,2015-11-08,3,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,173,40
56180807,F,41,caucasian,College,50K -- 100K,North,Resort,2016-01-08,2016-01-09,2015-09-11,4,1,2,HB,Yes,No,No Deposit,Online,No,Canceled,Yes,5,243,119
80634092,F,42,Latino,High-School,>100K,East,Resort,2015-12-18,2015-12-20,2015-07-19,1,2,0,HB,Yes,No,Non-Refundable,Online,Yes,Check-Out,Yes,30,130,152
15310186,F,68,caucasian,College,25K --50K,North,City Hotel,2015-12-18,2015-12-19,2015-06-16,3,1,0,HB,No,No,No Deposit,Agent,No,Canceled,No,0,199,185
34704055,F,61,African American,High-School,50K -- 100K,South,Resort,2016-03-13,2016-03-14,2015-10-01,2,1,1,HB,No,No,Refundable,Direct,No,Check-Out,Yes,10,223,164
28269631,M,62,African American,High-School,>100K,South,Airport Hotels,2015-12-18,2015-12-19,2015-09-21,3,3,0,FB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,Yes,5,170,88
97448460,M,18,caucasian,Mid-School,50K -- 100K,West,City Hotel,2015-12-18,2015-12-19,2015-11-29,3,2,0,BB,No,No,Refundable,Online,No,Check-Out,No,0,162,19
